X_id,LICENSED_SPACES,PARKING_TYPE,STREETNAME,STREETNO,WARD
2486097,1,Front Yard,LANGEMARK AVE,24,9
2486098,1,Front Yard,LANGFORD AVE,157,14
2486099,1,Front Yard,LANGFORD AVE,161,14
2486100,1,Front Yard,LANGFORD AVE,175,14
2486101,1,Front Yard,LANGLEY AVE,28,14
2486102,1,Widened Driveway,LANGLEY AVE,31,14
2486103,1,Front Yard,LANGLEY AVE,33,14
2486104,1,Widened Driveway,LANGLEY AVE,37,14
2486105,1,Widened Driveway,LANGLEY AVE,39,14
2486106,1,Front Yard,LANGLEY AVE,47,14
2486107,1,Front Yard,LANGMUIR GDNS,4,4
2486108,1,Front Yard,LANGTON AVE,10,15
2486109,1,Front Yard,LANGTON AVE,12,15
2486110,1,Front Yard,LANKIN BLVD,38,14
2486111,1,Front Yard,LANKIN BLVD,40,14
2486112,1,Front Yard,LANSDOWNE AVE,1321,9
2486113,1,Front Yard,LANSDOWNE AVE,1325,9
2486114,1,Front Yard,LANSDOWNE AVE,1361,9
2486115,1,Front Yard,LANSDOWNE AVE,1363,9
2486116,1,Front Yard,LANSDOWNE AVE,1381,9
2486117,1,Front Yard,LANSDOWNE AVE,1385,9
2486118,1,Front Yard,LANSDOWNE AVE,1387,9
2486119,1,Front Yard,LAPP ST,22,5
2486120,1,Front Yard,LAPP ST,25,5
2486121,2,Front Yard,LAPP ST,59,5
2486122,1,Front Yard,LAPPIN AVE,263,9
2486123,1,Front Yard,LARK ST,17,19
2486124,1,Front Yard,LARK ST,19,19
2486125,1,Widened Driveway,LARK ST,20,19
2486126,1,Widened Driveway,LARK ST,22,19
2486127,1,Widened Driveway,LARK ST,24,19
2486128,1,Front Yard,LARK ST,26,19
2486129,1,Widened Driveway,LARK ST,37,19
2486130,1,Front Yard,LARKIN AVE,10,4
2486131,1,Front Yard,LARKIN AVE,11,4
2486132,1,Front Yard,LARKIN AVE,13,4
2486133,1,Front Yard,LARKIN AVE,14,4
2486134,1,Front Yard,LARKIN AVE,15,4
2486135,1,Widened Driveway,LARKIN AVE,17,4
2486136,1,Widened Driveway,LARKIN AVE,18,4
2486137,1,Widened Driveway,LARKIN AVE,19,4
2486138,1,Front Yard,LARKIN AVE,21,4
2486139,1,Front Yard,LARKIN AVE,23,4
2486140,1,Front Yard,LARKIN AVE,25,4
2486141,1,Front Yard,LARKIN AVE,26,4
2486142,1,Front Yard,LARKIN AVE,42,4
2486143,1,Front Yard,LASCELLES BLVD,107,12
2486144,1,Widened Driveway,LASCELLES BLVD,109,12
2486145,1,Widened Driveway,LASCELLES BLVD,111,12
2486146,1,Widened Driveway,LASCELLES BLVD,113,12
2486147,1,Widened Driveway,LASCELLES BLVD,138,12
2486148,2,Widened Driveway,LASCELLES BLVD,139,12
2486149,1,Widened Driveway,LASCELLES BLVD,148,12
2486150,1,Front Yard,LASCELLES BLVD,150,12
2486151,1,Front Yard,LASCELLES BLVD,151,12
2486152,1,Front Yard,LASCELLES BLVD,152,12
2486153,1,Widened Driveway,LASCELLES BLVD,153,12
2486154,1,Front Yard,LASCELLES BLVD,154,12
2486155,1,Front Yard,LASCELLES BLVD,41,12
2486156,1,Front Yard,LATIMER AVE,101,8
2486157,2,Front Yard,LATIMER AVE,105,8
2486158,1,Front Yard,LATIMER AVE,122,8
2486159,1,Widened Driveway,LATIMER AVE,131,8
2486160,1,Widened Driveway,LATIMER AVE,136,8
2486161,1,Widened Driveway,LATIMER AVE,138,8
2486162,1,Widened Driveway,LATIMER AVE,140,8
2486163,1,Front Yard,LATIMER AVE,141,8
2486164,1,Front Yard,LATIMER AVE,143,8
2486165,1,Widened Driveway,LATIMER AVE,20,8
2486166,1,Front Yard,LATIMER AVE,23,8
2486167,1,Front Yard,LATIMER AVE,29,8
2486168,1,Front Yard,LATIMER AVE,31,8
2486169,1,Front Yard,LATIMER AVE,37,8
2486170,2,Widened Driveway,LATIMER AVE,40,8
2486171,1,Front Yard,LATIMER AVE,41,8
2486172,1,Widened Driveway,LATIMER AVE,43,8
2486173,1,Front Yard,LATIMER AVE,44,8
2486174,1,Front Yard,LATIMER AVE,46,8
2486175,1,Front Yard,LATIMER AVE,52,8
2486176,1,Front Yard,LATIMER AVE,61,8
2486177,1,Front Yard,LATIMER AVE,65,8
2486178,1,Front Yard,LATIMER AVE,66,8
2486179,1,Widened Driveway,LATIMER AVE,67,8
2486180,1,Widened Driveway,LATIMER AVE,68,8
2486181,1,Front Yard,LATIMER AVE,89,8
2486182,1,Front Yard,LATIMER AVE,94,8
2486183,1,Front Yard,LAUDER AV,400,12
2486184,1,Front Yard,LAUDER AVE,115,9
2486185,1,Front Yard,LAUDER AVE,117,9
2486186,1,Front Yard,LAUDER AVE,171,9
2486187,1,Front Yard,LAUDER AVE,174,9
2486188,1,Front Yard,LAUDER AVE,176,9
2486189,1,Front Yard,LAUDER AVE,178,9
2486190,1,Front Yard,LAUDER AVE,179,9
2486191,1,Front Yard,LAUDER AVE,180,9
2486192,1,Front Yard,LAUDER AVE,181,9
2486193,1,Front Yard,LAUDER AVE,182,9
2486194,1,Front Yard,LAUDER AVE,184,9
2486195,1,Front Yard,LAUDER AVE,186,9
2486196,1,Front Yard,LAUDER AVE,188,9
2486197,1,Front Yard,LAUDER AVE,190,9
2486198,1,Front Yard,LAUDER AVE,192,9
2486199,1,Front Yard,LAUDER AVE,193,9
2486200,1,Front Yard,LAUDER AVE,194,9
2486201,1,Front Yard,LAUDER AVE,198,9
2486202,1,Front Yard,LAUDER AVE,200,9
2486203,1,Front Yard,LAUDER AVE,217,9
2486204,1,Front Yard,LAUDER AVE,218,9
2486205,1,Front Yard,LAUDER AVE,219,9
2486206,1,Front Yard,LAUDER AVE,222,9
2486207,1,Front Yard,LAUDER AVE,223,9
2486208,1,Front Yard,LAUDER AVE,225,9
2486209,1,Front Yard,LAUDER AVE,229,9
2486210,1,Front Yard,LAUDER AVE,232,9
2486211,1,Front Yard,LAUDER AVE,235,9
2486212,1,Front Yard,LAUDER AVE,240,9
2486213,1,Front Yard,LAUDER AVE,242,9
2486214,1,Front Yard,LAUDER AVE,245,9
2486215,2,Front Yard,LAUDER AVE,246,9
2486216,1,Front Yard,LAUDER AVE,248,9
2486217,1,Front Yard,LAUDER AVE,249,9
2486218,1,Front Yard,LAUDER AVE,250,9
2486219,1,Front Yard,LAUDER AVE,252,9
2486220,1,Front Yard,LAUDER AVE,255,9
2486221,1,Front Yard,LAUDER AVE,263,9
2486222,1,Front Yard,LAUDER AVE,269,9
2486223,1,Front Yard,LAUDER AVE,280,9
2486224,1,Front Yard,LAUDER AVE,283,9
2486225,1,Front Yard,LAUDER AVE,285,9
2486226,1,Front Yard,LAUDER AVE,291,9
2486227,1,Front Yard,LAUDER AVE,304,9
2486228,1,Front Yard,LAUDER AVE,305,9
2486229,1,Front Yard,LAUDER AVE,308,9
2486230,1,Front Yard,LAUDER AVE,309,9
2486231,1,Front Yard,LAUDER AVE,311,9
2486232,1,Front Yard,LAUDER AVE,312,9
2486233,1,Front Yard,LAUDER AVE,315,9
2486234,1,Front Yard,LAUDER AVE,316,9
2486235,1,Front Yard,LAUDER AVE,317,9
2486236,1,Front Yard,LAUDER AVE,319,9
2486237,1,Front Yard,LAUDER AVE,320,9
2486238,1,Front Yard,LAUDER AVE,323,9
2486239,1,Front Yard,LAUDER AVE,325,9
2486240,1,Front Yard,LAUDER AVE,326,9
2486241,1,Front Yard,LAUDER AVE,329,9
2486242,1,Front Yard,LAUDER AVE,347,9
2486243,1,Front Yard,LAUDER AVE,350,9
2486244,1,Front Yard,LAUDER AVE,352,9
2486245,1,Front Yard,LAUDER AVE,354,9
2486246,1,Front Yard,LAUDER AVE,356,9
2486247,1,Front Yard,LAUDER AVE,358,9
2486248,1,Front Yard,LAUDER AVE,359,9
2486249,1,Front Yard,LAUDER AVE,360,9
2486250,1,Front Yard,LAUDER AVE,364,9
2486251,1,Front Yard,LAUDER AVE,368,9
2486252,1,Front Yard,LAUDER AVE,370,9
2486253,1,Front Yard,LAUDER AVE,371,9
2486254,1,Front Yard,LAUDER AVE,372,9
2486255,1,Front Yard,LAUDER AVE,373,9
2486256,1,Front Yard,LAUDER AVE,386,9
2486257,1,Front Yard,LAUDER AVE,388,9
2486258,1,Front Yard,LAUDER AVE,390,9
2486259,1,Front Yard,LAUDER AVE,392,9
2486260,1,Front Yard,LAUDER AVE,398,12
2486261,1,Front Yard,LAUDER AVE,401,12
2486262,1,Front Yard,LAUDER AVE,402,12
2486263,1,Front Yard,LAUDER AVE,403,12
2486264,1,Front Yard,LAUDER AVE,404,12
2486265,1,Front Yard,LAUDER AVE,406,12
2486266,1,Front Yard,LAUDER AVE,414,12
2486267,1,Front Yard,LAUDER AVE,418,12
2486268,1,Front Yard,LAUDER AVE,420,12
2486269,1,Front Yard,LAUDER AVE,436,12
2486270,1,Front Yard,LAUDER AVE,438,12
2486271,1,Front Yard,LAUDER AVE,442,12
2486272,1,Front Yard,LAUDER AVE,445,12
2486273,1,Front Yard,LAUDER AVE,450,12
2486274,1,Front Yard,LAUDER AVE,452,12
2486275,1,Front Yard,LAUDER AVE,456,12
2486276,1,Front Yard,LAUDER AVE,465,12
2486277,1,Front Yard,LAUDER AVE,469,12
2486278,1,Front Yard,LAUDER AVE,471,12
2486279,1,Front Yard,LAUDER AVE,473,12
2486280,1,Front Yard,LAUDER AVE,474,12
2486281,1,Front Yard,LAUDER AVE,475,12
2486282,1,Front Yard,LAUDER AVE,506,12
2486283,1,Front Yard,LAUDER AVE,507,12
2486284,1,Front Yard,LAUDER AVE,508,12
2486285,1,Front Yard,LAUDER AVE,509,12
2486286,1,Front Yard,LAUDER AVE,510,12
2486287,1,Front Yard,LAUDER AVE,512,12
2486288,1,Front Yard,LAUDER AVE,513,12
2486289,1,Front Yard,LAUDER AVE,517,12
2486290,1,Front Yard,LAUDER AVE,518,12
2486291,1,Front Yard,LAUDER AVE,519,12
2486292,1,Front Yard,LAUDER AVE,520,12
2486293,1,Front Yard,LAUDER AVE,522,12
2486294,1,Front Yard,LAUDER AVE,530,12
2486295,1,Front Yard,LAUDER AVE,532,12
2486296,1,Front Yard,LAUDER AVE,538,12
2486297,1,Front Yard,LAUDER AVE,544,12
2486298,1,Front Yard,LAUDER AVE,547,12
2486299,1,Front Yard,LAUDER AVE,549,12
2486300,1,Front Yard,LAUDER AVE,555,12
2486301,1,Front Yard,LAUDER AVE,557,12
2486302,1,Front Yard,LAUDER AVE,561,12
2486303,1,Front Yard,LAUDER AVE,563,12
2486304,1,Front Yard,LAUDER AVE,567,12
2486305,1,Front Yard,LAUDER AVE,582,12
2486306,1,Front Yard,LAUDER AVE,597,12
2486307,1,Front Yard,LAUDER AVE,620,12
2486308,1,Front Yard,LAUDER AVE,633,12
2486309,1,Front Yard,LAUGHTON AVE,101,9
2486310,1,Front Yard,LAUGHTON AVE,104,9
2486311,1,Front Yard,LAUGHTON AVE,106,9
2486312,1,Boulevard Parking,LAUGHTON AVE,195,9
2486313,1,Boulevard Parking,LAUGHTON AVE,197,9
2486314,1,Front Yard,LAUGHTON AVE,96,9
2486315,1,Front Yard,LAVENDER RD,21,9
2486316,1,Front Yard,LAVENDER RD,59,9
2486317,1,Front Yard,LAVENDER RD,67,9
2486318,1,Widened Driveway,LAVINIA AVE,27,4
2486319,1,Widened Driveway,LAVINIA AVE,39,4
2486320,1,Front Yard,LAVINIA AVE,46,4
2486321,1,Front Yard,LAVINIA AVE,48,4
2486322,1,Widened Driveway,LAVINIA AVE,50,4
2486323,1,Front Yard,LAVINIA AVE,52,4
2486324,1,Front Yard,LAVINIA AVE,54,4
2486325,1,Front Yard,LAVINIA AVE,56,4
2486326,1,Front Yard,LAVINIA AVE,63,4
2486327,1,Front Yard,LAVINIA AVE,66,4
2486328,1,Front Yard,LAVINIA AVE,68,4
2486329,1,Front Yard,LAVINIA AVE,70,4
2486330,1,Front Yard,LAWLOR AVE,100,19
2486331,1,Widened Driveway,LAWLOR AVE,151,19
2486332,1,Front Yard,LAWLOR AVE,153,19
2486333,1,Front Yard,LAWLOR AVE,159,19
2486334,1,Front Yard,LAWLOR AVE,161,19
2486335,1,Front Yard,LAWLOR AVE,163,19
2486336,1,Widened Driveway,LAWLOR AVE,165,19
2486337,1,Widened Driveway,LAWLOR AVE,167,19
2486338,1,Front Yard,LAWLOR AVE,173,19
2486339,1,Front Yard,LAWLOR AVE,191,19
2486340,1,Front Yard,LAWLOR AVE,193,19
2486341,1,Widened Driveway,LAWLOR AVE,197,19
2486342,1,Boulevard Parking,LAWLOR AVE,2,19
2486343,1,Widened Driveway,LAWLOR AVE,202,19
2486344,1,Widened Driveway,LAWLOR AVE,204,19
2486345,1,Front Yard,LAWLOR AVE,96,19
2486346,1,Widened Driveway,LAWLOR AVE,98,19
2486347,1,Front Yard,LAWRENCE AVE E,102,15
2486348,1,Front Yard,LAWRENCE AVE E,104,15
2486349,1,Widened Driveway,LAWRENCE AVE E,106,15
2486350,1,Front Yard,LAWRENCE AVE E,110,15
2486351,1,Widened Driveway,LAWRENCE AVE E,112,15
2486352,1,Widened Driveway,LAWRENCE AVE E,128,15
2486353,1,Widened Driveway,LAWRENCE AVE E,130,15
2486354,1,Widened Driveway,LAWRENCE AVE E,132,15
2486355,1,Front Yard,LAWRENCE AVE E,168,15
2486356,1,Front Yard,LAWRENCE AVE E,170,15
2486357,1,Front Yard,LAWRENCE AVE E,192,15
2486358,1,Widened Driveway,LAWRENCE AVE E,224,15
2486359,2,Front Yard,LAWRENCE AVE E,56,15
2486360,1,Widened Driveway,LAWRENCE AVE E,68,15
2486361,1,Widened Driveway,LAWRENCE AVE E,70,15
2486362,1,Widened Driveway,LAWRENCE AVE W,101,8
2486363,1,Widened Driveway,LAWRENCE AVE W,105,8
2486364,1,Widened Driveway,LAWRENCE AVE W,109,8
2486365,1,Front Yard,LAWRENCE AVE W,110,8
2486366,1,Front Yard,LAWRENCE AVE W,113,8
2486367,1,Widened Driveway,LAWRENCE AVE W,115,8
2486368,1,Front Yard,LAWRENCE AVE W,116,8
2486369,1,Widened Driveway,LAWRENCE AVE W,137,8
2486370,1,Widened Driveway,LAWRENCE AVE W,139,8
2486371,1,Front Yard,LAWRENCE AVE W,143,8
2486372,1,Widened Driveway,LAWRENCE AVE W,147,8
2486373,1,Front Yard,LAWRENCE AVE W,150,8
2486374,1,Front Yard,LAWRENCE AVE W,154,8
2486375,1,Widened Driveway,LAWRENCE AVE W,156,8
2486376,1,Front Yard,LAWRENCE AVE W,159,8
2486377,1,Widened Driveway,LAWRENCE AVE W,160,8
2486378,1,Widened Driveway,LAWRENCE AVE W,161,8
2486379,1,Widened Driveway,LAWRENCE AVE W,163,8
2486380,1,Widened Driveway,LAWRENCE AVE W,164,8
2486381,1,Widened Driveway,LAWRENCE AVE W,165,8
2486382,2,Widened Driveway,LAWRENCE AVE W,167,8
2486383,1,Widened Driveway,LAWRENCE AVE W,169,8
2486384,1,Widened Driveway,LAWRENCE AVE W,173,8
2486385,1,Front Yard,LAWRENCE AVE W,175,8
2486386,1,Front Yard,LAWRENCE AVE W,180,8
2486387,1,Widened Driveway,LAWRENCE AVE W,181,8
2486388,1,Front Yard,LAWRENCE AVE W,182,8
2486389,1,Front Yard,LAWRENCE AVE W,183,8
2486390,1,Front Yard,LAWRENCE AVE W,185,8
2486391,1,Widened Driveway,LAWRENCE AVE W,187,8
2486392,1,Front Yard,LAWRENCE AVE W,1980,5
2486393,1,Front Yard,LAWRENCE AVE W,21,8
2486394,1,Front Yard,LAWRENCE AVE W,2109,5
2486395,1,Front Yard,LAWRENCE AVE W,216,8
2486396,1,Front Yard,LAWRENCE AVE W,218,8
2486397,1,Widened Driveway,LAWRENCE AVE W,220,8
2486398,1,Front Yard,LAWRENCE AVE W,37,8
2486399,1,Widened Driveway,LAWRENCE AVE W,41,8
2486400,1,Widened Driveway,LAWRENCE AVE W,43,8
2486401,2,Widened Driveway,LAWRENCE AVE W,44,8
2486402,1,Widened Driveway,LAWRENCE AVE W,46,8
2486403,1,Widened Driveway,LAWRENCE AVE W,47,8
2486404,1,Widened Driveway,LAWRENCE AVE W,49,8
2486405,1,Widened Driveway,LAWRENCE AVE W,51,8
2486406,1,Front Yard,LAWRENCE AVE W,52,8
2486407,2,Front Yard,LAWRENCE AVE W,53,8
2486408,1,Front Yard,LAWRENCE AVE W,57,8
2486409,1,Widened Driveway,LAWRENCE AVE W,59,8
2486410,1,Widened Driveway,LAWRENCE AVE W,68,8
2486411,2,Widened Driveway,LAWRENCE AVE W,77,8
2486412,1,Widened Driveway,LAWRENCE AVE W,81,8
2486413,1,Front Yard,LAWRENCE AVE W,91,8
2486414,1,Widened Driveway,LAWRENCE AVE W,93,8
2486415,1,Front Yard,LAWRENCE AVE W,95,8
2486416,1,Widened Driveway,LAWRENCE AVE W,97,8
2486417,1,Widened Driveway,LAWRENCE AVE W,99,8
2486418,2,Front Yard,LAWS ST,34,4
2486419,1,Front Yard,LAWS ST,36,4
2486420,1,Front Yard,LAWS ST,40,4
2486421,2,Front Yard,LAWS ST,42,4
2486422,1,Front Yard,LAWS ST,46,4
2486423,1,Front Yard,LAWS ST,48,4
2486424,1,Widened Driveway,LAWS ST,56,4
2486425,1,Front Yard,LAWS ST,90,4
2486426,2,Front Yard,LAWTON BLVD,100,12
2486427,1,Widened Driveway,LAWTON BLVD,124,12
2486428,2,Front Yard,LAWTON BLVD,141,12
2486429,1,Front Yard,LAWTON BLVD,143,12
2486430,1,Front Yard,LAWTON BLVD,145,12
2486431,1,Widened Driveway,LAWTON BLVD,69,12
2486432,1,Widened Driveway,LAWTON BLVD,73,12
2486433,1,Widened Driveway,LAWTON BLVD,77,12
2486434,1,Widened Driveway,LAWTON BLVD,79,12
2486435,1,Front Yard,LAWTON BLVD,94,12
2486436,1,Front Yard,LAWTON BLVD,96,12
2486437,1,Widened Driveway,LAWTON BLVD,98,12
2486438,1,Front Yard,LAXIS AVE,21,5
2486439,1,Front Yard,LAXIS AVE,27,5
2486440,1,Front Yard,LE MAY RD,21,15
2486441,1,Front Yard,LE MAY RD,9,15
2486442,1,Front Yard,LEANDER CRT,8,19
2486443,1,Front Yard,LEANDER CRT,9,19
2486444,1,Widened Driveway,LEE AVE,105,19
2486445,1,Front Yard,LEE AVE,108,19
2486446,1,Front Yard,LEE AVE,109,19
2486447,1,Front Yard,LEE AVE,110,19
2486448,1,Front Yard,LEE AVE,111,19
2486449,1,Front Yard,LEE AVE,115,19
2486450,1,Front Yard,LEE AVE,117,19
2486451,1,Front Yard,LEE AVE,122,19
2486452,2,Front Yard,LEE AVE,123,19
2486453,1,Front Yard,LEE AVE,124,19
2486454,1,Front Yard,LEE AVE,127,19
2486455,1,Front Yard,LEE AVE,129,19
2486456,1,Front Yard,LEE AVE,13,19
2486457,1,Front Yard,LEE AVE,131,19
2486458,1,Front Yard,LEE AVE,133,19
2486459,1,Widened Driveway,LEE AVE,134,19
2486460,1,Front Yard,LEE AVE,135,19
2486461,1,Widened Driveway,LEE AVE,138,19
2486462,1,Front Yard,LEE AVE,140,19
2486463,1,Front Yard,LEE AVE,144,19
2486464,1,Front Yard,LEE AVE,146,19
2486465,1,Front Yard,LEE AVE,149,19
2486466,1,Front Yard,LEE AVE,151,19
2486467,1,Front Yard,LEE AVE,153,19
2486468,1,Front Yard,LEE AVE,159,19
2486469,1,Front Yard,GOWAN AVE,145,14
2486470,1,Front Yard,GOWAN AVE,146,14
2486471,1,Front Yard,GOWAN AVE,154,14
2486472,1,Front Yard,GOWAN AVE,156,14
2486473,1,Front Yard,GOWAN AVE,158,14
2486474,1,Front Yard,GOWAN AVE,159,14
2486475,1,Front Yard,GOWAN AVE,165,14
2486476,1,Front Yard,GOWAN AVE,168,14
2486477,1,Front Yard,GOWAN AVE,170,14
2486478,1,Front Yard,GOWAN AVE,171,14
2486479,1,Front Yard,GOWAN AVE,172,14
2486480,1,Front Yard,GOWAN AVE,174,14
2486481,1,Front Yard,GOWAN AVE,178,14
2486482,1,Front Yard,GOWAN AVE,180,14
2486483,1,Front Yard,GOWAN AVE,181,14
2486484,1,Front Yard,GOWAN AVE,184,14
2486485,1,Front Yard,GOWAN AVE,187,14
2486486,1,Front Yard,GOWAN AVE,188,14
2486487,1,Front Yard,GOWAN AVE,191,14
2486488,1,Front Yard,GOWAN AVE,192,14
2486489,1,Front Yard,GOWAN AVE,193,14
2486490,1,Front Yard,GOWAN AVE,195,14
2486491,1,Front Yard,GOWAN AVE,197,14
2486492,1,Front Yard,GOWAN AVE,199,14
2486493,1,Front Yard,GOWAN AVE,201,14
2486494,1,Front Yard,GOWAN AVE,202,14
2486495,1,Front Yard,GOWAN AVE,203,14
2486496,1,Front Yard,GOWAN AVE,205,14
2486497,1,Front Yard,GOWAN AVE,206,14
2486498,1,Front Yard,GOWAN AVE,207,14
2486499,1,Front Yard,GOWAN AVE,209,14
2486500,1,Front Yard,GOWAN AVE,210,14
2486501,1,Front Yard,GOWAN AVE,211,14
2486502,1,Front Yard,GOWAN AVE,213,14
2486503,1,Front Yard,GOWAN AVE,219,14
2486504,1,Front Yard,GOWAN AVE,223,14
2486505,1,Front Yard,GOWAN AVE,225,14
2486506,1,Front Yard,GOWAN AVE,227,14
2486507,1,Front Yard,GOWAN AVE,232,14
2486508,1,Front Yard,GOWAN AVE,239,14
2486509,1,Front Yard,GOWAN AVE,241,14
2486510,1,Front Yard,GOWAN AVE,249,14
2486511,1,Front Yard,GOWAN AVE,251,14
2486512,1,Front Yard,GOWAN AVE,252,14
2486513,1,Front Yard,GOWAN AVE,253,14
2486514,1,Front Yard,GOWAN AVE,254,14
2486515,1,Front Yard,GOWAN AVE,256,14
2486516,1,Front Yard,GOWAN AVE,259,14
2486517,1,Front Yard,GOWAN AVE,261,14
2486518,1,Front Yard,GOWAN AVE,262,14
2486519,1,Front Yard,GOWAN AVE,263,14
2486520,1,Front Yard,GOWAN AVE,264,14
2486521,1,Front Yard,GOWAN AVE,268,14
2486522,1,Widened Driveway,GOWAN AVE,269,14
2486523,1,Front Yard,GOWAN AVE,270,14
2486524,1,Front Yard,GOWAN AVE,271,14
2486525,1,Front Yard,GOWAN AVE,291,14
2486526,1,Front Yard,GOWAN AVE,293,14
2486527,1,Front Yard,GOWAN AVE,295,14
2486528,1,Front Yard,GOWAN AVE,297,14
2486529,1,Front Yard,GOWAN AVE,299,14
2486530,1,Front Yard,GOWAN AVE,30,14
2486531,1,Front Yard,GOWAN AVE,305,14
2486532,1,Front Yard,GOWAN AVE,307,14
2486533,1,Front Yard,GOWAN AVE,309,14
2486534,1,Front Yard,GOWAN AVE,313,14
2486535,1,Front Yard,GOWAN AVE,315,14
2486536,1,Front Yard,GOWAN AVE,39,14
2486537,1,Front Yard,GOWAN AVE,41,14
2486538,1,Front Yard,GOWAN AVE,43,14
2486539,1,Front Yard,GOWAN AVE,45,14
2486540,1,Front Yard,GOWAN AVE,47,14
2486541,1,Front Yard,GOWAN AVE,49,14
2486542,1,Front Yard,GOWAN AVE,51,14
2486543,1,Widened Driveway,GOWAN AVE,6,14
2486544,1,Front Yard,GOWAN AVE,9,14
2486545,1,Front Yard,GRACE ST,105,11
2486546,1,Front Yard,GRACE ST,113,11
2486547,1,Front Yard,GRACE ST,115,11
2486548,1,Front Yard,GRACE ST,123,11
2486549,2,Widened Driveway,GRACE ST,160,11
2486550,1,Front Yard,GRAFTON AVE,30,4
2486551,1,Front Yard,GRAHAM GDNS,10,12
2486552,1,Front Yard,GRAHAM GDNS,12,12
2486553,1,Front Yard,GRAHAM GDNS,13,12
2486554,1,Front Yard,GRAHAM GDNS,15,12
2486555,1,Front Yard,GRAHAM GDNS,2,12
2486556,1,Front Yard,GRAHAM GDNS,4,12
2486557,1,Front Yard,GRAHAM GDNS,5,12
2486558,1,Front Yard,GRAHAM GDNS,6,12
2486559,1,Front Yard,GRAHAM GDNS,7,12
2486560,1,Front Yard,GRAHAM GDNS,8,12
2486561,1,Front Yard,GRAHAM GDNS,9,12
2486562,1,Front Yard,GRANDVIEW AVE,52,14
2486563,1,Front Yard,GRANDVILLE AVE,109,5
2486564,1,Front Yard,GRANDVILLE AVE,19,5
2486565,1,Front Yard,GRANDVILLE AVE,39,5
2486566,1,Front Yard,GRANDVILLE AVE,40,5
2486567,1,Front Yard,GRANDVILLE AVE,42,5
2486568,1,Front Yard,GRANDVILLE AVE,44,5
2486569,1,Front Yard,GRANDVILLE AVE,46,5
2486570,1,Front Yard,GRANDVILLE AVE,48,5
2486571,1,Front Yard,GRANDVILLE AVE,50,5
2486572,1,Front Yard,GRANDVILLE AVE,52,5
2486573,1,Front Yard,GRANDVILLE AVE,67,5
2486574,1,Front Yard,GRANDVILLE AVE,75,5
2486575,1,Front Yard,GRANDVILLE AVE,78,5
2486576,1,Front Yard,GRANDVILLE AVE,82,5
2486577,1,Front Yard,GRANDVILLE AVE,95,5
2486578,1,Widened Driveway,GRASSMERE RD,18,4
2486579,1,Widened Driveway,GRASSMERE RD,19,4
2486580,1,Front Yard,GRASSMERE RD,21,4
2486581,1,Front Yard,GRAY AVE,1,5
2486582,1,Front Yard,GRAY AVE,12,5
2486583,1,Front Yard,GRAY AVE,20,5
2486584,1,Front Yard,GRAY AVE,25,5
2486585,1,Front Yard,GRAY AVE,3,5
2486586,1,Front Yard,GRAY AVE,31,5
2486587,1,Front Yard,GRAY AVE,33,5
2486588,1,Front Yard,GRAY AVE,35,5
2486589,1,Front Yard,GRAY AVE,37,5
2486590,1,Front Yard,GRAY AVE,38,5
2486591,1,Front Yard,GRAY AVE,5,5
2486592,1,Front Yard,GRAY AVE,58,5
2486593,1,Front Yard,GRAY AVE,6,5
2486594,1,Front Yard,GRAY AVE,65,5
2486595,1,Front Yard,GRAY AVE,68,5
2486596,1,Front Yard,GRAY AVE,7,5
2486597,1,Front Yard,GRAY AVE,72,5
2486598,1,Front Yard,GRAY AVE,74,5
2486599,1,Front Yard,GRAY AVE,78,5
2486600,1,Front Yard,GREENDALE AVE,18,5
2486601,1,Front Yard,GREENDALE AVE,2,5
2486602,1,Front Yard,GREENDALE AVE,21,5
2486603,1,Front Yard,GREENDALE AVE,22,5
2486604,1,Front Yard,GREENDALE AVE,23,5
2486605,1,Front Yard,GREENDALE AVE,25,5
2486606,1,Front Yard,GREENDALE AVE,27,5
2486607,1,Front Yard,GREENDALE AVE,29,5
2486608,1,Front Yard,GREENDALE AVE,35,5
2486609,1,Front Yard,GREENDALE AVE,44,5
2486610,1,Front Yard,GREENDALE AVE,46,5
2486611,1,Front Yard,GREENDALE AVE,58A ,5
2486612,1,Front Yard,GREENDALE AVE,6,5
2486613,1,Front Yard,GREENDALE AVE,63,5
2486614,1,Front Yard,GREENDALE AVE,71,5
2486615,1,Front Yard,GREENDALE AVE,72,5
2486616,1,Front Yard,GREENLAW AVE,127,9
2486617,1,Front Yard,GREENLAW AVE,146,9
2486618,1,Widened Driveway,GREENLAW AVE,15,9
2486619,1,Front Yard,GREENLAW AVE,25,9
2486620,1,Front Yard,GREENLAW AVE,29,9
2486621,1,Front Yard,GREENLAW AVE,55,9
2486622,1,Front Yard,GREENLAW AVE,89,9
2486623,1,Front Yard,GREENLAW AVE,91,9
2486624,1,Front Yard,GREENSIDES AVE,86B ,12
2486625,1,Front Yard,GREENSIDES AVE,90,12
2486626,1,Front Yard,GREENWOOD AVE,1009,14
2486627,1,Front Yard,GREENWOOD AVE,1011,14
2486628,1,Front Yard,GREENWOOD AVE,1039,14
2486629,1,Front Yard,GREENWOOD AVE,1041,14
2486630,1,Front Yard,GREENWOOD AVE,1088,14
2486631,1,Front Yard,GREENWOOD AVE,1170,14
2486632,1,Widened Driveway,GREENWOOD AVE,254,14
